CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES00XXXXXXXXXXXXXXDB;20/09/2015;12;0,089;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;13;0,099;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;14;0,105;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;15;0,089;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;16;0,092;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;17;0,106;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;18;0,166;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;19;0,141;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;20;0,375;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;21;0,65;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;22;0,27;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;23;0,362;R
ES00XXXXXXXXXXXXXXDB;20/09/2015;24;0,343;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;1;0,203;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;2;0,102;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;3;0,096;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;4;0,133;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;5;0,127;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;6;0,101;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;7;0,092;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;8;0,313;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;9;0,366;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;10;0,702;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;11;0,79;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;12;0,194;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;13;0,108;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;14;0,502;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;15;0,227;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;16;0,164;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;17;0,207;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;18;0,145;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;19;0,089;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;20;0,243;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;21;0,635;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;22;0,277;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;23;0,898;R
ES00XXXXXXXXXXXXXXDB;21/09/2015;24;0,297;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;1;0,157;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;2;0,114;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;3;0,097;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;4;0,103;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;5;0,102;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;6;0,095;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;7;0,105;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;8;0,235;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;9;0,319;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;10;0,25;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;11;0,583;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;12;0,177;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;13;0,113;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;14;0,247;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;15;0,696;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;16;0,164;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;17;0,737;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;18;0,169;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;19;0,118;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;20;0,982;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;21;0,449;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;22;0,323;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;23;0,321;R
ES00XXXXXXXXXXXXXXDB;22/09/2015;24;0,317;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;1;0,308;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;2;0,143;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;3;0,099;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;4;0,101;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;5;0,097;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;6;0,101;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;7;0,092;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;8;0,294;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;9;0,478;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;10;0,841;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;11;0,956;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;12;0,164;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;13;0,104;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;14;0,187;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;15;0,175;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;16;0,283;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;17;0,168;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;18;0,166;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;19;0,123;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;20;0,379;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;21;0,8;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;22;0,323;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;23;0,798;R
ES00XXXXXXXXXXXXXXDB;23/09/2015;24;0,402;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;1;0,283;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;2;0,093;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;3;0,113;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;4;0,104;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;5;0,152;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;6;0,102;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;7;0,105;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;8;0,193;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;9;0,352;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;10;0,232;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;11;0,816;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;12;0,123;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;13;0,115;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;14;0,148;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;15;0,22;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;16;0,166;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;17;0,14;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;18;0,115;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;19;0,178;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;20;0,573;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;21;0,397;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;22;0,333;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;23;0,356;R
ES00XXXXXXXXXXXXXXDB;24/09/2015;24;0,392;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;1;0,184;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;2;0,117;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;3;0,11;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;4;0,095;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;5;0,113;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;6;0,089;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;7;0,11;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;8;0,245;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;9;0,677;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;10;0,906;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;11;0,447;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;12;0,285;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;13;0,12;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;14;0,436;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;15;0,303;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;16;0,145;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;17;0,415;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;18;0,181;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;19;0,102;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;20;0,397;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;21;1,485;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;22;0,33;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;23;0,38;R
ES00XXXXXXXXXXXXXXDB;25/09/2015;24;0,416;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;1;0,248;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;2;0,092;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;3;0,104;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;4;0,11;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;5;0,092;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;6;0,101;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;7;0,107;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;8;0,112;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;9;0,249;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;10;0,213;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;11;0,135;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;12;0,179;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;13;0,1;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;14;0,097;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;15;0,11;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;16;0,103;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;17;0,094;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;18;0,104;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;19;0,144;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;20;0,117;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;21;0,112;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;22;0,244;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;23;0,265;R
ES00XXXXXXXXXXXXXXDB;26/09/2015;24;0,292;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;1;0,268;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;2;0,145;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;3;0,099;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;4;0,09;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;5;0,109;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;6;0,099;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;7;0,091;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;8;0,109;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;9;0,15;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;10;0,188;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;11;0,534;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;12;0,323;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;13;0,101;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;14;0,111;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;15;0,098;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;16;0,096;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;17;0,112;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;18;0,111;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;19;0,168;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;20;0,69;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;21;0,276;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;22;0,801;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;23;0,374;R
ES00XXXXXXXXXXXXXXDB;27/09/2015;24;0,333;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;1;0,106;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;2;0,101;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;3;0,1;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;4;0,1;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;5;0,094;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;6;0,104;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;7;0,09;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;8;0,146;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;9;0,324;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;10;0,163;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;11;1,428;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;12;0,862;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;13;0,178;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;14;0,233;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;15;0,721;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;16;0,191;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;17;0,252;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;18;0,15;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;19;0,167;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;20;0,142;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;21;0,655;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;22;0,268;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;23;0,633;R
ES00XXXXXXXXXXXXXXDB;28/09/2015;24;0,699;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;1;0,398;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;2;0,166;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;3;0,139;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;4;0,136;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;5;0,133;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;6;0,132;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;7;0,119;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;8;0,144;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;9;0,254;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;10;0,155;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;11;0,254;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;12;1,331;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;13;0,472;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;14;0,15;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;15;0,728;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;16;0,165;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;17;0,218;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;18;0,169;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;19;0,116;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;20;0,437;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;21;0,475;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;22;0,275;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;23;0,34;R
ES00XXXXXXXXXXXXXXDB;29/09/2015;24;0,299;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;1;0,098;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;2;0,155;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;3;0,114;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;4;0,105;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;5;0,093;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;6;0,102;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;7;0,11;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;8;0,12;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;9;0,367;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;10;0,359;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;11;0,343;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;12;0,198;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;13;0,157;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;14;0,392;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;15;0,684;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;16;0,168;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;17;0,191;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;18;0,107;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;19;0,165;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;20;0,564;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;21;0,545;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;22;0,301;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;23;0,391;R
ES00XXXXXXXXXXXXXXDB;30/09/2015;24;0,382;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;1;0,164;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;2;0,097;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;3;0,094;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;4;0,108;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;5;0,106;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;6;0,097;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;7;0,09;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;8;0,216;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;9;0,311;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;10;0,173;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;11;0,115;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;12;0,103;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;13;0,107;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;14;0,092;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;15;0,091;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;16;0,104;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;17;0,104;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;18;0,11;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;19;0,09;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;20;0,204;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;21;0,815;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;22;0,787;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;23;0,292;R
ES00XXXXXXXXXXXXXXDB;01/10/2015;24;0,109;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;1;0,088;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;2;0,103;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;3;0,094;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;4;0,095;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;5;0,102;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;6;0,087;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;7;0,105;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;8;0,181;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;9;0,344;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;10;0,558;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;11;0,501;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;12;0,728;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;13;0,103;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;14;0,107;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;15;0,211;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;16;0,205;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;17;0,25;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;18;0,737;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;19;0,148;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;20;0,344;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;21;0,541;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;22;0,429;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;23;0,392;R
ES00XXXXXXXXXXXXXXDB;02/10/2015;24;0,939;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;1;0,392;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;2;0,187;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;3;0,094;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;4;0,144;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;5;0,122;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;6;0,109;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;7;0,094;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;8;0,106;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;9;0,126;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;10;0,487;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;11;0,288;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;12;0,179;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;13;0,112;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;14;0,107;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;15;0,142;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;16;0,116;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;17;0,111;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;18;0,092;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;19;0,105;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;20;0,102;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;21;0,82;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;22;0,274;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;23;0,34;R
ES00XXXXXXXXXXXXXXDB;03/10/2015;24;0,287;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;1;0,262;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;2;0,15;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;3;0,115;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;4;0,102;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;5;0,1;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;6;0,091;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;7;0,102;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;8;0,091;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;9;0,103;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;10;0,295;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;11;0,77;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;12;0,115;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;13;0,155;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;14;0,136;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;15;0,106;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;16;0,104;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;17;0,096;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;18;0,193;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;19;0,097;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;20;0,452;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;21;1,158;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;22;0,319;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;23;0,44;R
ES00XXXXXXXXXXXXXXDB;04/10/2015;24;0,494;R